ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
61124,Jean Klein,M,16.0,172.0,52.0,France,FRA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,Silver
61148,Megan Adelle Kleine (-Morris),F,17.0,167.0,48.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
61148,Megan Adelle Kleine (-Morris),F,17.0,167.0,48.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
61167,Aleksandra Jadwiga Klejnowska-Krzywaska,F,17.0,156.0,53.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Lightweight,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
61272,Marina Vladimirovna Klimova (-Ponomarenko),F,17.0,165.0,47.0,Soviet Union-2,URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
61279,Anja Klinar,F,16.0,170.0,62.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
61279,Anja Klinar,F,16.0,170.0,62.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,
61279,Anja Klinar,F,16.0,170.0,62.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
61319,Yuliya Kliukova,F,16.0,160.0,58.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Aerials,
61332,Edit Klocker,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
61332,Edit Klocker,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
61332,Edit Klocker,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
61343,Birgit Klomp (-Osselmann),F,16.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,
61343,Birgit Klomp (-Osselmann),F,16.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
61352,Sonya Helen Klopfer (-Dunfield),F,17.0,,,United States,USA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,
61364,Ulrike Klotz,F,17.0,166.0,50.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
61364,Ulrike Klotz,F,17.0,166.0,50.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
61364,Ulrike Klotz,F,17.0,166.0,50.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
61364,Ulrike Klotz,F,17.0,166.0,50.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
61364,Ulrike Klotz,F,17.0,166.0,50.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
61364,Ulrike Klotz,F,17.0,166.0,50.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
61390,Christiane Klumpp,F,15.0,163.0,48.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
61402,Marina Vladimirovna Klyuchnikova,F,17.0,175.0,65.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
61402,Marina Vladimirovna Klyuchnikova,F,17.0,175.0,65.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
61425,Margrit Knabenhans,F,17.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
61434,Ulrika Margareta Knape (-Lindberg),F,17.0,173.0,60.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Springboard,Silver
61434,Ulrika Margareta Knape (-Lindberg),F,17.0,173.0,60.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Platform,Gold
61439,Lenka Knapov,F,17.0,,,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,
61478,Viktor Ivanovich Kneyb,M,17.0,180.0,86.0,Russia-1,RUS,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed (Men)'s Doubles,
61498,Donald Knight,M,16.0,,,Canada,CAN,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,
61521,Blaena Knittlov,F,16.0,,,Czechoslovakia,TCH,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,
61530,Viktor Knoch,M,16.0,180.0,80.0,Hungary,HUN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",
61532,Campari Knoepffler,M,16.0,,,Nicaragua,NCA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,
61532,Campari Knoepffler,M,16.0,,,Nicaragua,NCA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,
61532,Campari Knoepffler,M,16.0,,,Nicaragua,NCA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,
61620,Inger Knutsson (-Stlhandske),F,17.0,169.0,49.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",
61641,Ko Ok-Ran,F,16.0,,,North Korea,PRK,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Pairs,
61644,Nteboheleng Koaeana,F,17.0,,,Lesotho,LES,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,
61668,Miwako Kobayashi,F,16.0,155.0,55.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
61668,Miwako Kobayashi,F,16.0,155.0,55.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
61668,Miwako Kobayashi,F,16.0,155.0,55.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
61693,Annegret Kober (-Schrder),F,15.0,180.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,
61693,Annegret Kober (-Schrder),F,15.0,180.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,
61693,Annegret Kober (-Schrder),F,15.0,180.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
61754,Edeltraud Koch (-Rken),F,17.0,179.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
61754,Edeltraud Koch (-Rken),F,17.0,179.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
61767,Karl Ernst Georg Koch,M,17.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Road Race, Individual",
61786,Petar Kochanov,M,17.0,181.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,
61786,Petar Kochanov,M,17.0,181.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,
61786,Petar Kochanov,M,17.0,181.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
61798,Olga Kochetkova,F,16.0,173.0,61.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
61802,Mariya Zdravkova Kocheva,F,17.0,178.0,69.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
61802,Mariya Zdravkova Kocheva,F,17.0,178.0,69.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
61817,Vera Minna Chantelle Kock,F,16.0,168.0,52.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
61842,Istvn Koczka,M,17.0,,,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Freestyle,
61842,Istvn Koczka,M,17.0,,,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",
61901,Wendy Carol Koenig-Knudson,F,17.0,172.0,55.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,
61944,"Mun Kit ""Desmond"" Koh",M,15.0,175.0,61.0,Singapore,SGP,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,
61944,"Mun Kit ""Desmond"" Koh",M,15.0,175.0,61.0,Singapore,SGP,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
61944,"Mun Kit ""Desmond"" Koh",M,15.0,175.0,61.0,Singapore,SGP,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Butterfly,
61944,"Mun Kit ""Desmond"" Koh",M,15.0,175.0,61.0,Singapore,SGP,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,
61944,"Mun Kit ""Desmond"" Koh",M,15.0,175.0,61.0,Singapore,SGP,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,
61951,Koh Seng Leong,M,16.0,176.0,71.0,Singapore,SGP,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,
61957,Doris Kohardt,F,17.0,168.0,57.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,
61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
62013,Misato Koide,F,17.0,159.0,61.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,
62013,Misato Koide,F,17.0,159.0,61.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Team,
62021,Reizo Koike,M,16.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Silver
62030,Anu Elisa Koivisto,F,16.0,169.0,56.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
62030,Anu Elisa Koivisto,F,16.0,169.0,56.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
62030,Anu Elisa Koivisto,F,16.0,169.0,56.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
62043,Anssi Einar Koivuranta,M,17.0,175.0,59.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Bronze
62043,Anssi Einar Koivuranta,M,17.0,175.0,59.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Individual,
62043,Anssi Einar Koivuranta,M,17.0,175.0,59.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Sprint,
62053,Kazue Kojima,F,15.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
62053,Kazue Kojima,F,15.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
62056,Yasuhiko Kojima,M,17.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Backstroke,
62062,"Aagje ""Ada"" Kok (-van der Linden)",F,17.0,183.0,85.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,Silver
62062,"Aagje ""Ada"" Kok (-van der Linden)",F,17.0,183.0,85.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
62063,"Margretta ""Gretta"" Kok (-Mevissen)",F,15.0,176.0,64.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
62113,Kazuhiro Kokubo,M,17.0,164.0,54.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,
62125,Marija Kolaroska,F,16.0,164.0,50.0,Macedonia,MKD,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
62133,Claudia Anne Kolb,F,14.0,170.0,61.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,Silver
62176,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,
62176,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
62176,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
62176,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,
62221,Mikls Kollr,M,17.0,185.0,79.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,
62243,Pavel Anatolyevich Kolmakov,M,17.0,178.0,78.0,Kazakhstan,KAZ,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,
62293,Yuliya Nikolayevna Koltunova,F,15.0,156.0,43.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,
62293,Yuliya Nikolayevna Koltunova,F,15.0,156.0,43.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Platform,Silver
62333,Oksana Komissarova,F,15.0,163.0,50.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
62333,Oksana Komissarova,F,15.0,163.0,50.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
62335,Etsuko Komiya,F,16.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 100 metres,
62348,Dagmara Katarzyna Komorowicz,F,17.0,170.0,54.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
62351,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,Silver
62351,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
62351,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
62351,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
62351,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
62355,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,
62355,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,
62355,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,
62355,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
62355,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,
62358,Andrea Komi,F,17.0,172.0,65.0,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
62358,Andrea Komi,F,17.0,172.0,65.0,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,
62429,"Yan Kay ""Flora"" Kong",F,15.0,160.0,46.0,Hong Kong,HKG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
62435,Kong Yun-Jin,F,14.0,157.0,39.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,
62435,Kong Yun-Jin,F,14.0,157.0,39.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
62435,Kong Yun-Jin,F,14.0,157.0,39.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,
62435,Kong Yun-Jin,F,14.0,157.0,39.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,
62435,Kong Yun-Jin,F,14.0,157.0,39.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,
62491,Keitaro Konnai,M,17.0,177.0,72.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
62491,Keitaro Konnai,M,17.0,177.0,72.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
62510,Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,
62510,Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
62510,Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
62510,Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,
62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 400 metres Freestyle,
62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
62609,Ursula Konzett (-Gregg),F,16.0,164.0,,Liechtenstein,LIE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,
62609,Ursula Konzett (-Gregg),F,16.0,164.0,,Liechtenstein,LIE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
62609,Ursula Konzett (-Gregg),F,16.0,164.0,,Liechtenstein,LIE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,
62612,"Evangeline ""Evelien"" Koogje",F,16.0,171.0,66.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,
62644,Mojca Kopa,F,16.0,161.0,52.0,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Women's Singles,
62675,Sergey Viktorovich Koplyakov,M,17.0,186.0,76.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,
62675,Sergey Viktorovich Koplyakov,M,17.0,186.0,76.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
62693,Helen Mary Koppell (-Holtby),F,17.0,165.0,54.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Springboard,
62693,Helen Mary Koppell (-Holtby),F,17.0,165.0,54.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Platform,
62726,Miroslav Koranda,M,17.0,,,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,Silver
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,Gold
62807,Vill Gyngyvr Kormos,F,16.0,170.0,60.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Springboard,
62862,Anastasiya Korolyova,F,17.0,160.0,57.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,
62875,Olga Korotayeva,F,16.0,,,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,
62875,Olga Korotayeva,F,16.0,,,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
62894,Kiira Linda Katriina Korpi,F,17.0,166.0,58.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,
62978,Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
62978,Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Gold
62978,Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
62978,Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
62978,Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
62978,Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
62985,Marina Vladimirovna Koshevaya,F,16.0,167.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
62985,Marina Vladimirovna Koshevaya,F,16.0,167.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,Gold
63068,Nina Alekseyevna Kossova,F,17.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's High Jump,
63093,Janica Kosteli,F,16.0,175.0,76.0,Croatia,CRO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Downhill,
63093,Janica Kosteli,F,16.0,175.0,76.0,Croatia,CRO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,
63093,Janica Kosteli,F,16.0,175.0,76.0,Croatia,CRO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
63093,Janica Kosteli,F,16.0,175.0,76.0,Croatia,CRO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,
